C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S0_ReparodeComputadorDS_Estruturado.json - _0_0_0_1_0_0_0
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1_ReparodeComputadorDS_Estruturado.json - _0_0_0_2_0_0_0
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S2_ReparodeComputadorDS_Estruturado.json - _0_0_0_0_0_0_0
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1083_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1084_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1085_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1086_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1087_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1088_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1089_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1090_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1091_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1092_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1093_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1094_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1095_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1096_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1097_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1098_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1099_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1100_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1101_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1102_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1103_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1104_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1105_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1106_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1107_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1108_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1109_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1110_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1111_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1112_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1113_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1114_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1115_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1116_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1117_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1118_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1119_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1120_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1121_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1122_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1123_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1124_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1125_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1126_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1127_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1128_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1129_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1130_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1131_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1132_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1133_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1134_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1135_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1136_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1137_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1138_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1139_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1140_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1141_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1142_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1143_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1144_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1145_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1146_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1147_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1148_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1149_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1150_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1151_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1152_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1153_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1154_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1155_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1156_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1157_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1158_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1159_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1160_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1161_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1162_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1163_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1164_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1165_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1166_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1167_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1168_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1169_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1170_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1171_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1172_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1173_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1174_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1175_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1176_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1177_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1178_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1179_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1180_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1181_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1182_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1183_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1184_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1185_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1186_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1187_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1188_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1189_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1190_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1191_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1192_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1193_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1194_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1195_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1196_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1197_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1198_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1199_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1200_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1201_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1202_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1203_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1204_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1205_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1206_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1207_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1208_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1209_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1210_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1211_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1212_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1213_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1214_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1215_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1216_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1217_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1218_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1219_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1220_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1221_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1222_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
C:\Users\1182338\eclipse-workspace\oraculus\ALINE-ABPMN\estruturado\deepseek\ReparodeComputadorDS_Estruturado\S1223_ReparodeComputadorDS_Estruturado.json - GENERATION FAIL
